STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
1,21110001,Nguyen Hoang Gia Linh,21TTH1,9,4,10,6.1
2,21110004,Nguyen Thi Truc Linh,21TTH1,4,6,7,5.5
3,21110007,Tran Quang Linh,21TTH1,9,9,4,8.5
4,21110010,Nguyen Huu Loc,21TTH1,10,6,5,7.1
5,21110013,Nguyen Cam Ly,21TTH1,7,7,6,6.9
6,21110016,Nguyen Quang Minh,21TTH1,6,5,10,5.8
7,21110019,Ta Duong Anh Minh,21TTH1,5,5,4,4.9
8,21110022,Ngo Quynh My,21TTH1,9,7,8,7.7
9,21110025,Nguyen Mai Nhat My,21TTH1,6,8,4,7
10,21110028,Tran Thi Truc My,21TTH1,5,8,4,6.7
11,21110031,Dang Hoang Nam,21TTH1,4,10,10,8.2
12,21110034,Ly Kim Ngan,21TTH1,6,5,4,5.2
13,21110037,Nguyen Huynh Kim Ngan,21TTH1,9,4,8,5.9
14,21110040,Tran Vu Kim Ngan,21TTH1,4,6,4,5.2
15,21110043,Luong Ngoc Nghi,21TTH1,7,6,9,6.6
16,21110046,Nguyen Phuong Nghi,21TTH1,10,10,4,9.4
17,21110049,Tran Phuong Nghi,21TTH1,10,4,4,5.8
18,21110052,Truong Tu Nghi,21TTH1,6,6,5,5.9
19,21110055,Tran Le Thanh Ngoc,21TTH1,8,9,7,8.5
20,21110058,Do Ngoc Phuong Nhi,21TTH1,10,8,7,8.5
21,21110061,Nguyen Ngoc Nhu,21TTH1,6,9,9,8.1
22,21110064,Tran Quynh Nhu,21TTH1,7,4,5,5
23,21110067,Van Cam Nhung,21TTH1,9,8,6,8.1
24,21110070,Ha Hoang Oanh,21TTH1,9,5,6,6.3
25,21110073,Bui Tan Phat,21TTH1,9,7,6,7.5
26,21110076,Nguyen Tan Phat,21TTH1,6,9,5,7.7
27,21110079,Quach Hong Phat,21TTH1,9,10,10,9.7
28,21110082,Huynh Yen Phi,21TTH1,10,8,9,8.7
29,21110085,Nguyen Dinh Phi,21TTH1,9,8,5,8
30,21110088,Lam Dinh Gia Phu,21TTH1,8,7,10,7.6
31,22120057,Dinh Hoai Phuc,22CTT1,6,4,6,4.8
32,22120059,Nguyen Hanh Phuc,22CTT1,4,10,4,7.6
33,22120061,Nguyen Kim Phuc,22CTT1,4,4,6,4.2
34,22120063,Nguyen Vuong Hoang Phuc,22CTT1,4,7,10,6.4
35,22120065,Vo Nguyen Huu Phuoc,22CTT1,6,5,4,5.2
36,22120067,Cao Xuan Hong Phuong,22CTT1,7,8,4,7.3
37,22120069,Dang Thi Hoang Phuong,22CTT1,5,6,6,5.7
38,22120071,Nguyen Hoang Phuong,22CTT1,6,4,4,4.6
39,22120073,Nguyen Nam Phuong,22CTT1,9,7,8,7.7
40,22120075,Tran Thi Thu Phuong,22CTT1,6,6,7,6.1
41,22120077,Bui Dinh Minh Quan,22CTT1,6,6,10,6.4
42,22120079,Nguyen Hoang Quan,22CTT1,4,5,7,4.9
43,22120081,Nguyen Minh Quan,22CTT1,6,4,9,5.1
44,22120083,Tran Quan,22CTT1,10,6,9,7.5
45,22120085,Vo Minh Quan,22CTT1,8,4,10,5.8
46,22120087,Huynh Nhat Quang,22CTT1,4,4,10,4.6
47,22120089,Vo Phan Thi To Quyen,22CTT1,9,5,10,6.7
48,22120091,Ho Thi Nhu Quynh,22CTT1,4,10,6,7.8
49,22120093,Bui Huynh Phuoc Sang,22CTT1,5,4,5,4.4
50,22120095,Tran Ngoc Son,22CTT1,6,4,7,4.9
51,22120097,Tran Thanh Tam,22CTT1,7,6,6,6.3
52,22120099,Nguyen Le Thanh Thang,22CTT1,7,10,7,8.8
53,22120101,Nguyen Tuan Thanh,22CTT1,7,6,8,6.5
54,22120103,Nguyen Ngoc Thanh Thao,22CTT1,6,8,6,7.2
55,22120105,Dang Ngoc Thi,22CTT1,9,8,5,8
56,22120107,Ngo Ngoc Linh Thi,22CTT1,5,5,8,5.3
57,22120109,Nguyen Thi Cam Thi,22CTT1,10,8,4,8.2
58,22120111,Tran Duc Thien,22CTT1,6,8,6,7.2
59,22120113,Tran Minh Thien,22CTT1,10,10,10,10
60,22120115,Lai Thi Anh Thu,22CTT1,6,5,4,5.2
61,22120250,Tran Ngoc Anh Thu,22CTT2,7,4,10,5.5
62,22120251,Nguyen Thi Cam Tien,22CTT2,5,10,5,8
63,22120252,Tran Thuy Tien,22CTT2,10,10,10,10
64,22120253,Tran Que Tram,22CTT2,8,4,7,5.5
65,22120254,Nguyen Thi Tuyet Tran,22CTT2,7,7,6,6.9
66,22120255,Bui Thi Le Trang,22CTT2,10,7,5,7.7
67,22120256,Pham Thi Phuong Trang,22CTT2,9,6,4,6.7
68,22120257,Pham Doan Minh Tri,22CTT2,4,5,4,4.6
69,22120258,Le Pham Minh Triet,22CTT2,10,4,4,5.8
70,22120259,Kieu Phuong Tu,22CTT2,7,8,6,7.5
71,22120260,Dang Hoang Minh Tuan,22CTT2,5,6,5,5.6
72,22120261,Nguyen Quoc Tuan,22CTT2,5,6,7,5.8
73,22120262,Nguyen Ngoc Khanh Tuong,22CTT2,7,7,10,7.3
74,22120263,Thai Thi Huynh Tuyen,22CTT2,10,4,10,6.4
75,22120264,Lam My Uyen,22CTT2,8,10,6,9
76,22120265,Ngo Thi Uyen,22CTT2,10,10,10,10
77,22120266,Le Khanh Vinh,22CTT2,10,4,10,6.4
78,22120267,Thai Minh Vu,22CTT2,8,10,6,9
79,22120268,Doan Trieu Vy,22CTT2,10,10,10,10
80,22120269,Huynh Thuy Vy,22CTT2,4,4,9,4.5
81,22120270,Le Yen Vy,22CTT2,9,7,5,7.4
82,22120271,Luong Cam Vy,22CTT2,6,10,6,8.4
83,22120272,Nguyen Pham Tuong Vy,22CTT2,8,10,6,9
84,22120273,Nguyen Pham Tuong Vy,22CTT2,5,4,10,4.9
85,22120274,Pham Ngoc Thuy Vy,22CTT2,10,9,10,9.4
86,22120275,Tran Thanh Vy,22CTT2,7,8,5,7.4
87,22120276,Hua Kim Yen,22CTT2,7,9,8,8.3
88,22120277,Nguyen Quynh Anh,22CTT2,6,7,10,7
89,22120278,Nguyen Thi Kim Anh,22CTT2,6,4,8,5
90,22120279,Mai Duc Canh,22CTT2,5,5,10,5.5
