No,ID,Name,Birth,Sex,Idsocial
1,20120031,Bach Thanh Chien,3/3/2002,Nam,4262939
2,20120032,Hoang Khuy,20/2/2002,Nu,6413589
3,20120033,Huynh Hoang,18/7/2002,Nam ,9116416
4,20120034,Hoang Thu tu,12/5/2002,Nu,4554334
5,20120035,Tu Huu Tinh,2/8/2002,Nam,3777091
6,20120036,Tinh Thin,5/5/2002,Nu,7010233
7,20120037,Hoang Ha,10/1/2002,Nam,8968541
8,20120038,Buong Tha ,1/2/2002,Nu,5671417
9,20120039,Tha Thu,14/5/2002,Nam,2972123
10,20120040,Gu Chao,3/5/2002,Nu,2830799
11,20120041,Giang Ha,29/12/2002,Nam ,7683944
12,20120042,Son Dia,2/1/2002,Nu,6210361
13,20120043,Dia Chan,15/2/2002,Nam,7481026
14,20120044,Khinh Than,14/10/2002,Nu,2787334
15,20120045,Khai Hoang,27/1/2002,Nam,7243359
16,20120046,Chung Ta,5/5/2002,Nu,4407265
17,20120047,Co Phai ,5/6/2002,Nam,1780947
18,20120048,La Nhung,5/12/2002,Nu,5284243
19,20120049,Con Nguoi,19/8/2002,Nam ,2694950
20,20120050,Ly Tri,25/12/2002,Nu,3861149
21,20120051,Quyet Moi ,6/2/2002,Nam,9975960
22,20120052,Van Vuong,10/11/2002,Nu,1724856
23,20120053,Suy Tnh,28/11/2002,Nam,2134648
24,20120054,Can Than,5/5/2002,Nu,4698440
25,20120055,Thoi Gian,5/4/2002,Nam,9026065
26,20120056,Dai Truong,1/12/2002,Nu,9909350
27,20120057,Hoc Gia,15/8/2002,Nam ,6998057
28,20120058,Gieo Rat,6/10/2002,Nu,2543023
29,20120059,Quan Diem,26/5/2002,Nam,7309834
30,20120060,Thong Nhat,26/3/2002,Nu,5751063
