No,ID,Name,Birth,Sex,IDSocial
1,23120001,Nguyen Huu Khai Duy,24/12/2005,Nam,9733604
2,23120002,Dam Huy Giau,23/08/2005,Nam,9734643
3,23120003,Tang Nhat Hao,06/07/2005,Nu,3439917
4,23120004,Nguyen Dieu Linh,14/10/2005,Nam,8147434
5,23120005,Ngo Hong Phi Loan,30/11/2005,Nam,4697269
6,23120006,Nguyen Ho Nam,23/08/2005,Nu,1089851
7,23120007,Phan Nguyen Hoai Nam,01/07/2005,Nam,7583033
8,23120008,Bo Khanh Ngoc,26/08/2005,Nam,2610091
9,23120009,Nguyen Ba Thao Nguyen,08/05/2005,Nu,2663100
10,23120010,Nguyen Nhat Yen Phuong,12/03/2005,Nam,8728294
11,23120011,Tran Nguyen Tan,22/04/2005,Nam,7720238
12,23120012,Nguyen Hoang Phuc Tien,27/11/2005,Nu,2628907
13,23120013,Nguyen Le Phuong Trang,03/06/2005,Nam,5344463
14,23120014,Pham Thi Kim Thanh,04/08/2005,Nam,6274703
15,23120015,Pham Thi Bich Van,02/02/2005,Nu,4251249
16,23120016,Ly Xuan Anh,03/08/2005,Nam,6577639
17,23120017,Ngo Thi Kim Anh,05/01/2005,Nam,9788767
18,23120018,Ngo Thi Phuong Anh,24/09/2005,Nu,3352222
19,23120019,Nguyen Minh Tram Anh,18/05/2005,Nam,8591882
20,23120020,Pham My Anh,20/07/2005,Nam,6021680
21,23120021,Tran Thi Minh Anh,04/12/2005,Nu,6570367
22,23120022,Tran Ngoc Bac,24/04/2005,Nam,8647419
23,23120023,Vu Van Cang,06/12/2005,Nam,5607566
24,23120024,Doan Le Bao Chau,01/07/2005,Nu,6058715
25,23120025,Ha Vinh Kim Chau,06/01/2005,Nam,1579413
26,23120026,Doan Ngoc Uyen Chi,08/08/2005,Nam,2273272
27,23120027,Nguyen Ngoc Phuong Chi,06/12/2005,Nu,5617746
28,23120028,Phan Huu Chuc,02/09/2005,Nam,4325448
29,23120029,Nguyen Duy Anh Chuong,18/07/2005,Nam,2378495
30,23120030,Dang Quoc Cuong,26/02/2005,Nu,9983282
