No,ID,Name,Birth,Sex,Idsocial
1,21150020,Nguyen Tien Dat,08/05/2003,Nam,5436315
2,21150022,Tran Nguyen Thanh Dat,21/05/2003,Nam,6583531
3,21150024,Tran Nguyen Minh Dong,05/11/2003,Nu,7892886
4,21150026,Ho Thi Kim Dung,23/09/2003,Nam,4200589
5,21150028,Le Thi Thuy Duong,04/01/2003,Nam,1880769
6,21150030,Mai Quoc Duy,14/10/2003,Nu,7128167
7,21150032,Nguyen Thi Hong Gam,23/07/2003,Nam,7609730
8,21150034,Nguyen Quynh Giang,23/05/2003,Nam,4662208
9,21150036,Nguyen Thi Thu Ha,06/12/2003,Nu,8649955
10,21150038,Tran My Han,12/03/2003,Nam,4240891
11,21150040,Le Ngoc Thanh Hien,30/08/2003,Nam,6325659
12,21150042,Le Viet Hien,01/06/2003,Nu,2897949
13,21150044,Vo Minh Hieu,28/09/2003,Nam,5000730
14,21150046,Phan My Hue,28/07/2003,Nam,1665888
15,21150048,Nguyen Thi Kim Huong,26/12/2003,Nu,3058472
16,21150050,Nguyen Le Hoang Huy,11/11/2003,Nam,6868950
17,21150052,Tang Giac Huy,23/08/2003,Nam,5794959
18,21150054,Dao Thi Huyen,25/10/2003,Nu,2694830
19,21150056,Huynh Tan Thanh Kha,05/10/2003,Nam,3310983
20,21150058,Tran Van Khai,04/09/2003,Nam,3561838
21,21150060,Truong Vi Khang,30/10/2003,Nu,3796985
22,21150062,Dang Dang Khoa,17/04/2003,Nam,5539753
23,21150064,Nguyen Tran Nhac Khoa,18/03/2003,Nam,3300942
24,21150066,Ho Le Minh Khue,24/12/2003,Nu,6412820
25,21150068,Pham Thi Thuy Kieu,01/01/2003,Nam,4706005
26,21150070,Pham Tran Thien Kim,06/02/2003,Nam,3878874
27,21150072,Le Vinh Lam,17/04/2003,Nu,6731505
28,21150074,Nguy Ngoc Hoang Lan,15/08/2003,Nam,1749892
29,21150076,Dang Thi Yen Linh,29/05/2003,Nam,6837692
30,21150078,Nguyen Doan Nhu Linh,30/06/2003,Nu,4504613
