No,ID,Name,Birth,Sex,Idsocial
1,20120001,Thong Qua,09/05/2002,Nam,6426583
2,20120002,Mot Loat,21/12/2002,Nam,3110681
3,20120003,Nhien Cuu,15/05/2002,Nam,2983754
4,20120004,Nhanh cham,23/09/2002,Nam,5212588
5,20120005,Sao Tai,02/01/2002,Nam,9591785
6,20120006,Hoan Toan,07/06/2002,Nu,1729679
7,20120007,Van Toan,24/05/2002,Nu,7104286
8,20120008,Nhu Y,11/04/2002,Nu,7097407
9,20120009,Ngoc Tram,20/05/2002,Nu,1717489
10,20120010,Tram Tinh ,03/07/2002,Nu,4088147
11,20120011,Vo Menh,19/07/2002,Nu,3441601
12,20120012,Song Senh,09/10/2002,Nam,5648215
13,20120013,Khuong Tu,31/05/2002,Nam,4146443
14,20120014,Tu Tran,24/11/2002,Nam,9123548
15,20120015,Cam Cuc,07/02/2002,Nam,1167714
16,20120016,Anh Mong,14/10/2002,Nu,7844680
17,20120017,Tung Trai,25/10/2002,Nam,9025924
18,20120018,Truoc Het,27/02/2002,Nu,7857662
19,20120019,Hoan Lai,07/04/2002,Nu,4715967
20,20120020,Phung Dieu,07/09/2002,Nu,9283573
21,20120021,Khuong Nha,29/04/2002,Nam,1581879
22,20120022,Trai Dang,16/06/2002,Nam,1138989
23,20120023,Thuc TE,27/10/2002,Nam,2530304
24,20120024,Giai Thich,11/02/2002,Nam,7107246
25,20120025, Thu Hut,03/09/2002,Nu,2044155
26,20120026,Nhat Chinh,17/09/2002,Nu,6754959
27,20120027,Dang Duc,14/06/2002,Nu,3159143
28,20120028,Dang Cuc,29/05/2002,Nu,9913182
29,20120029,Thua Thoi,28/03/2002,Nam,6591433
30,20120030,Khoi Thi,23/04/2002,Nu,8670624
