No,ID,Name,Birth,Sex,Idsocial
1,20120031,Bach Thanh Chien,03/03/2002,Nam,4262939
2,20120032,Hoang Khuy,20/02/2002,Nu,6413589
3,20120033,Huynh Hoang,18/07/2002,Nam ,9116416
4,20120034,Hoang Thu tu,12/05/2002,Nu,4554334
5,20120035,Tu Huu Tinh,02/08/2002,Nam,3777091
6,20120036,Tinh Thin,05/05/2002,Nu,7010233
7,20120037,Hoang Ha,10/01/2002,Nam,8968541
8,20120038,Buong Tha ,01/02/2002,Nu,5671417
9,20120039,Tha Thu,14/05/2002,Nam,2972123
10,20120040,Gu Chao,03/05/2002,Nu,2830799
11,20120041,Giang Ha,29/12/2002,Nam ,7683944
12,20120042,Son Dia,02/01/2002,Nu,6210361
13,20120043,Dia Chan,15/02/2002,Nam,7481026
14,20120044,Khinh Than,14/10/2002,Nu,2787334
15,20120045,Khai Hoang,27/01/2002,Nam,7243359
16,20120046,Chung Ta,05/05/2002,Nu,4407265
17,20120047,Co Phai ,05/06/2002,Nam,1780947
18,20120048,La Nhung,05/12/2002,Nu,5284243
19,20120049,Con Nguoi,19/08/2002,Nam ,2694950
20,20120050,Ly Tri,25/12/2002,Nu,3861149
21,20120051,Quyet Moi ,06/02/2002,Nam,9975960
22,20120052,Van Vuong,10/11/2002,Nu,1724856
23,20120053,Suy Tnh,28/11/2002,Nam,2134648
24,20120054,Can Than,05/05/2002,Nu,4698440
25,20120055,Thoi Gian,05/04/2002,Nam,9026065
26,20120056,Dai Truong,01/12/2002,Nu,9909350
27,20120057,Hoc Gia,15/08/2002,Nam ,6998057
28,20120058,Gieo Rat,06/10/2002,Nu,2543023
29,20120059,Quan Diem,26/05/2002,Nam,7309834
30,20120060,Thong Nhat,26/03/2002,Nu,5751063
