No,ID,Name,Birth,Sex,IDSocial
1,23150001,Tran Ngoc Anh Thu,25/06/2005,Nam,7790911
2,23150002,Nguyen Thi Cam Tien,06/04/2005,Nam,1950289
3,23150003,Tran Thuy Tien,23/02/2005,Nu,1772829
4,23150004,Tran Que Tram,25/04/2005,Nam,1276710
5,23150005,Nguyen Thi Tuyet Tran,29/10/2005,Nam,6712140
6,23150006,Bui Thi Le Trang,25/08/2005,Nu,3025703
7,23150007,Pham Thi Phuong Trang,24/01/2005,Nam,5564892
8,23150008,Pham Doan Minh Tri,06/08/2005,Nam,9627640
9,23150009,Le Pham Minh Triet,06/11/2005,Nu,8370511
10,23150010,Kieu Phuong Tu,06/07/2005,Nam,9224046
11,23150011,Dang Hoang Minh Tuan,07/03/2005,Nam,5809439
12,23150012,Nguyen Quoc Tuan,06/04/2005,Nu,3607677
13,23150013,Nguyen Ngoc Khanh Tuong,13/08/2005,Nam,8992320
14,23150014,Thai Thi Huynh Tuyen,02/12/2005,Nam,2750422
15,23150015,Lam My Uyen,18/04/2005,Nu,2379759
16,23150016,Ngo Thi Uyen,27/03/2005,Nam,7871205
17,23150017,Le Khanh Vinh,07/02/2005,Nam,7430609
18,23150018,Thai Minh Vu,03/06/2005,Nu,9089195
19,23150019,Doan Trieu Vy,16/05/2005,Nam,5410090
20,23150020,Huynh Thuy Vy,30/07/2005,Nam,6178796
21,23150021,Le Yen Vy,01/12/2005,Nu,1052443
22,23150022,Luong Cam Vy,25/08/2005,Nam,2652547
23,23150023,Nguyen Pham Tuong Vy,13/08/2005,Nam,7262739
24,23150024,Nguyen Pham Tuong Vy,25/02/2005,Nu,7510026
25,23150025,Pham Ngoc Thuy Vy,21/04/2005,Nam,3537269
26,23150026,Tran Thanh Vy,02/07/2005,Nam,4055975
27,23150027,Hua Kim Yen,01/08/2005,Nu,7060410
28,23150028,Nguyen Quynh Anh,01/05/2005,Nam,1169885
29,23150029,Nguyen Thi Kim Anh,01/09/2005,Nam,3008957
30,23150030,Mai Duc Canh,01/03/2005,Nu,8503925
