No,ID,Name,Birth,Sex,IDSocial
1,23120100,Le Thai Nhu Quynh,14/09/2005,Nu,42271995
2,23120101,Nguyen Ngoc Thuy Quynh,03/06/2005,Nam,72802560
3,23120102,Tran Thai San,27/10/2005,Nam,85168294
4,23120103,Nguyen Quang Nghi Sinh,23/04/2005,Nu,99154192
5,23120104,Nguyen Huu Tai,01/05/2005,Nam,30936623
6,23120105,Vo Van Tai,13/01/2005,Nu,54489268
7,23120106,Nguyen Nhat Tan,12/03/2005,Nam,48045403
8,23120107,Pham Quang Tan,26/07/2005,Nu,84068778
9,23120108,Tran Trong Tan,24/12/2005,Nam,31400791
10,23120109,Le An Thach,06/05/2005,Nam,11970098
11,23120110,Nguyen Viet Thai,04/01/2005,Nu,83600974
12,23120111,Le Tran Thien Thang,22/05/2005,Nam,19219295
13,23120112,Huynh Pham Dan Thanh,12/07/2005,Nam,78904926
14,23120113,Vo Thi Phuoc Thao,28/06/2005,Nam,23396097
15,23120114,Lam Duy Thien,07/07/2005,Nam,61760123
16,23120115,Tran Huu Nam Thien,31/07/2005,Nu,47763370
17,23120116,Nguyen Huu Thien,18/08/2005,Nam,79701371
18,23120117,Tran Hoai Thien,26/02/2005,Nam,44640029
19,23120118,Mai Cuong Thinh,10/08/2005,Nu,30794397
20,23120119,Nguyen Huynh Phu Thinh,18/07/2005,Nam,91031467
21,23120120,Tran Huynh Xuan Thinh,16/05/2005,Nu,45608917
22,23120121,Pham Gia Thong,16/11/2005,Nam,55469179
23,23120122,Duong Le Dinh Thuan,02/05/2005,Nam,60876936
24,23120123,Le Dong Thuc,30/05/2005,Nu,68983087
25,23120124,Nguyen Ngoc Thuy,10/12/2005,Nam,25891660
26,23120125,Tran Thi Kim Tien,03/11/2005,Nam,41111834
27,23120126,Nguyen Hoang Tin,13/01/2005,Nam,54158155
28,23120127,Tran Minh Toan,07/11/2005,Nam,26943760
29,23120128,Le Minh Tri,08/06/2005,Nu,99792890
30,23120129,Nguyen Dinh Tri,01/03/2005,Nam,25667530
31,23120130,Nguyen Minh Tri,27/06/2005,Nam,74401243
32,23120131,Thai Minh Tri,02/03/2005,Nu,23303656
33,23120132,Tran Trong Tri,09/08/2005,Nam,17659005
34,23120133,La Thanh Triet,11/06/2005,Nam,15053127
35,23120134,Thai Minh Triet,26/05/2005,Nu,79726620
36,23120135,Tran Thi My Trinh,02/08/2005,Nam,49422932
37,23120136,Ton Cao Thien Trung,22/11/2005,Nam,42678885
38,23120137,Tran Quoc Trung,17/04/2005,Nam,55527669
39,23120138,Nguyen Nhat Truong,13/01/2005,Nu,19933907
40,23120139,Pham Duy Truong,02/10/2005,Nam,56654610
41,23120140,Phan Huy Truong,24/09/2005,Nam,12515051
42,23120141,Vo Duy Truong,08/09/2005,Nu,73788826
43,23120142,Ngo Nguyen Quang Tu,28/08/2005,Nam,36097900
44,23120143,Pham Tan Anh Vu,31/12/2005,Nam,76647267
45,23120144,Ha Nguyen Thao Vy,08/05/2005,Nam,51343428
46,23120145,Nguyen Ngoc Khanh Vy,11/08/2005,Nu,59312666
47,23120146,Thai Mai Khanh Vy,22/07/2005,Nam,66220403
48,23120147,Duong Thi An,07/08/2005,Nam,24318898
49,23120148,Nguyen Phuc An,06/08/2005,Nam,98110956
50,23120149,Hoang Tuan Anh,18/06/2005,Nu,20739137
51,23120150,Nguyen Hoang Anh,03/10/2005,Nam,11952231
52,23120151,Nguyen Phuong Anh,15/05/2005,Nu,84585817
53,23120152,Nguyen The Anh,28/02/2005,Nam,11923989
54,23120153,Nguyen Thi Tuyet Anh,06/12/2005,Nam,31569303
55,23120154,Tran Duc Anh,17/08/2005,Nam,12529109
56,23120155,Pham Hong Anh,06/05/2005,Nam,25043005
57,23120156,Ly Bang,08/07/2005,Nu,70857563
58,23120157,Pham Mai Thien Bao,28/10/2005,Nam,58644467
59,23120158,Le Thua Phuong Cat,09/03/2005,Nu,89133791
60,23120159,Dinh Hoang Bao Chau,31/03/2005,Nam,12635418
61,23120160,Lam Quoc Chung,20/06/2005,Nam,59085489
62,23120161,Nguyen Van Chung,08/06/2005,Nu,57647841
63,23120162,Phan Tan Hoan Cuong,20/10/2005,Nam,96688033
64,23120163,Hoang Manh Cuong,07/10/2005,Nam,20324701
65,23120164,Khuc Khanh Dang,13/08/2005,Nu,68694571
66,23120165,Pham Vo Hai Dang,22/08/2005,Nam,88677467
67,23120166,Tran Hai Dang,02/08/2005,Nam,33189196
68,23120167,Bui Tien Dat,30/01/2005,Nu,79329428
69,23120168,Huynh Tien Dat,17/12/2005,Nam,69635533
70,23120169,Nguyen Tien Dat,23/04/2005,Nam,21538948
71,23120170,Phan Duong Quoc Dat,17/07/2005,Nu,91524516
72,23120171,Vo Van Minh Doan,29/03/2005,Nam,79036051
73,23120172,Cao Tan Duc,04/09/2005,Nam,79874625
74,23120173,Bui Hong Duong,19/07/2005,Nam,94077729
75,23120174,Nguyen Linh Dang Duong,03/11/2005,Nu,48126604
76,23120175,Bui Khanh Duy,19/08/2005,Nam,76895081
77,23120176,Ngo Thanh Duy,27/10/2005,Nam,80472374
78,23120177,Tran Dai Quang Duy,23/08/2005,Nu,41395367
79,23120178,Vu Le Duy,13/09/2005,Nam,59420730
80,23120179,Truong Cao Hoang Gia,09/12/2005,Nam,70747629
81,23120180,Ngo Thanh Hai,30/07/2005,Nam,59284027
82,23120181,Huynh Phuc Hau,06/10/2005,Nu,38158720
83,23120182,Le Duc Hau,28/06/2005,Nam,94857239
84,23120183,Nguyen Trung Hieu,04/10/2005,Nam,58294069
85,23120184,Vo Minh Hieu,05/03/2005,Nu,95941649
86,23120185,Tran Khanh Hoang,12/01/2005,Nam,44935821
87,23120186,Ngo Phuc Hoi,10/09/2005,Nam,15274164
88,23120187,Pham Quoc Hung,16/09/2005,Nu,42106821
89,23120188,Vo Phi Hung,17/02/2005,Nam,17609985
90,23120189,Le Cong Huu,21/09/2005,Nam,44643082
91,23120190,Ngo Vo Quang Huy,21/07/2005,Nu,15243093
92,23120191,Nguyen Quang Huy,16/05/2005,Nam,58540810
93,23120192,Pham Bao Huy,29/12/2005,Nu,88353859
94,23120193,Cao Chanh Khai,09/02/2005,Nam,88264905
95,23120194,Tran Dinh Khai,03/05/2005,Nam,18406928
96,23120195,Nguyen Nhat Khang,19/04/2005,Nam,57785075
97,23120196,Pham Phuc An Khang,15/11/2005,Nam,95369813
98,23120197,Vo Thi Kieu Khanh,03/03/2005,Nam,37503183
99,23120198,Luong Huu Khanh,09/07/2005,Nam,47515270
100,23120199,Pham Gia Khiem,04/05/2005,Nu,79162385
