No,ID,Name,Birth,Sex,IDSocial
1,23120200,Nguyen Hoang Dang Khoa,20/09/2005,Nam,79675972
2,23120201,Chau Kiet,09/12/2005,Nam,81102293
3,23120202,Le Tan Kiet,21/05/2005,Nam,40617264
4,23120203,Phan Tan Kiet,14/11/2005,Nu,47993932
5,23120204,Vo Tran Anh Kiet,08/12/2005,Nam,29281425
6,23120205,Nguyen Le My Linh,13/05/2005,Nam,23324795
7,23120206,Phan Duong Linh,20/04/2005,Nu,16333100
8,23120207,Phan Xuan Loc,13/09/2005,Nam,80528101
9,23120208,Dang Thien Long,18/04/2005,Nu,10161259
10,23120209,Nguyen Hoang Long,26/10/2005,Nam,93377201
11,23120210,Nguyen Thanh Long,23/03/2005,Nam,45224858
12,23120211,Ngo Thanh Luc,22/03/2005,Nu,62716125
13,23120212,Phan Phong Luu,19/07/2005,Nam,93387711
14,23120213,Hoang Duc Nhat Minh,21/09/2005,Nu,19681121
15,23120214,Le Quang Minh,03/09/2005,Nam,12468707
16,23120215,Pham Anh Minh,18/06/2005,Nam,86553061
17,23120216,Phan Tai Nhat Minh,31/05/2005,Nu,31142071
18,23120217,Lam Nguyen Ngoc My,02/08/2005,Nam,67328661
19,23120218,Ly Thanh Nam,01/02/2005,Nu,73554567
20,23120219,Cai Huu Nghia,28/01/2005,Nam,46788786
21,23120220,Dam Khanh Nguyen,30/09/2005,Nam,80203129
22,23120221,Le Trung Nguyen,30/08/2005,Nam,23882391
23,23120222,Nguyen Nhat Nguyen,03/09/2005,Nam,78254659
24,23120223,Tran Nhat Nguyen,26/08/2005,Nu,52784327
25,23120224,Phan Thien Nhan,25/04/2005,Nam,76185727
26,23120225,Tran Ky Nhat,11/08/2005,Nam,32825271
27,23120226,Tran Minh Nhut,07/12/2005,Nu,95348903
28,23120227,Vuong Tan Phat,03/08/2005,Nam,92687779
29,23120228,Pham Hoang Phi,20/04/2005,Nam,65806569
30,23120229,Ho Tran Thanh Phong,26/10/2005,Nu,56350852
31,23120230,Luong Vinh Phu,24/03/2005,Nam,59978483
32,23120231,Pham Tran Gia Phu,11/09/2005,Nam,98768423
33,23120232,Ngo Huu Phuc,02/04/2005,Nu,20085475
34,23120233,Nguyen Thi Hong Phuc,04/01/2005,Nam,29727189
35,23120234,Vu Hoang Phuc,21/12/2005,Nu,93320241
36,23120235,Huynh Huu Phuoc,16/11/2005,Nam,91275091
37,23120236,Dang Huynh Cuu Quan,31/10/2005,Nam,53441963
38,23120237,Dinh Minh Quan,17/09/2005,Nu,68236840
39,23120238,Le Minh Quan,07/12/2005,Nam,96599590
40,23120239,Nguyen Duc Minh Quan,02/10/2005,Nam,16443973
41,23120240,Nguyen Duc Quang,21/08/2005,Nam,59838105
42,23120241,Nguyen Duy Quang,14/03/2005,Nam,69859750
43,23120242,Le Trung Son,12/06/2005,Nam,44664993
44,23120243,Pham Phu Hoang Son,12/03/2005,Nam,32030891
45,23120244,Ho Khanh Tam,22/11/2005,Nu,70726481
46,23120245,Nguyen Thanh Tan,24/08/2005,Nam,53739001
47,23120246,Trieu Quoc Thai,05/11/2005,Nu,26197232
48,23120247,Vo Minh Thai,15/03/2005,Nam,37487970
49,23120248,Le Truong Kinh Thanh,01/01/2005,Nu,67994358
50,23120249,Cao Thi Phuong Thao,10/02/2005,Nam,29759848
51,23120250,Tran Van That,25/04/2005,Nu,74652008
52,23120251,Nguyen Phuc Thuan,19/07/2005,Nam,55396772
53,23120252,Hoang Thu Thuy,26/05/2005,Nu,36130078
54,23120253,Nguyen Duc Tien,12/08/2005,Nam,32403708
55,23120254,Tran Hoang Tin,11/02/2005,Nu,26662492
56,23120255,Le Phuoc Toan,17/05/2005,Nam,35752682
57,23120256,Nguyen Huynh Ngoc Tram,23/09/2005,Nu,51428427
58,23120257,Nguyen Thi Bich Tram,21/12/2005,Nam,81849133
59,23120258,Vo Huu Trong,24/03/2005,Nam,92126090
60,23120259,Ha Xuan Truong,08/02/2005,Nu,58782331
61,23120260,Pham Thuy Bich Truyen,27/01/2005,Nam,96954467
62,23120261,Huynh Minh Tu,02/05/2005,Nam,78218191
63,23120262,Do Nguyen Dinh Tuan,26/05/2005,Nu,60583185
64,23120263,Nguyen Anh Tuan,31/07/2005,Nam,46368099
65,23120264,Tran Anh Tuan,28/05/2005,Nam,58311262
66,23120265,Bui Quang Tung,10/01/2005,Nu,29342882
67,23120266,Bui Thanh Tung,08/12/2005,Nam,18918083
68,23120267,Dang Vo Hoang Kim Tuyen,28/04/2005,Nam,60520189
69,23120268,Nguyen Duc Viet,28/11/2005,Nam,12691874
70,23120269,Nguyen Hoang Viet,30/09/2005,Nam,46281680
71,23120270,Nguyen Long Vu,30/03/2005,Nam,20170881
72,23120271,Pham Quoc Vuong,25/11/2005,Nu,44348676
73,23120272,Do Tan Tai,17/10/2005,Nam,82807290
74,23120273,Tran Thanh Tung,25/01/2005,Nu,41060553
75,23120274,Nguyen Tien Dat,10/12/2005,Nu,25909101
76,23120275,Ho Xuan Quang,09/01/2005,Nam,47629336
77,23120276,Le Ngoc Tuan,22/01/2005,Nu,44614079
78,23120277,Nguyen Thi Anh Tuyet,24/05/2005,Nam,74214469
79,23120278,Ngo Trong Tin,07/01/2005,Nam,24769799
80,23120279,Duong Khanh An,28/11/2005,Nu,41282389
81,23120280,Pham Trong An,22/09/2005,Nam,62885984
82,23120281,Dao Duy Anh,09/12/2005,Nam,12734964
83,23120282,Le Nhut Anh,18/09/2005,Nu,15003573
84,23120283,Nguyen Lam Que Anh,14/08/2005,Nam,75427261
85,23120284,Nguyen Quoc Anh,18/12/2005,Nam,20663220
86,23120285,Dang Duc Ba,07/05/2005,Nu,50274314
87,23120286,To Tran Son Ba,27/06/2005,Nam,60267886
88,23120287,Ho Duy Bao,31/07/2005,Nu,79137362
89,23120288,Tran Gia Bao,13/01/2005,Nam,10431179
90,23120289,Le Thi Ngoc Bich,05/12/2005,Nam,46839149
91,23120290,Pham Phuoc Binh,31/01/2005,Nu,44322542
92,23120291,Tran Khac Binh,18/09/2005,Nam,41079035
93,23120292,Dao Van Canh,30/04/2005,Nam,58014106
94,23120293,Hoang Van Cau,20/12/2005,Nu,25866460
95,23120294,Le Tran Bao Chau,19/07/2005,Nam,61741980
96,23120295,Nguyen Dinh Chien,06/01/2005,Nam,88910656
97,23120296,Nguyen Huu Chinh,05/12/2005,Nu,33761753
98,23120297,Nguyen Tan Chu,09/03/2005,Nam,24129256
99,23120298,Nguyen Chi Cong,25/07/2005,Nam,11025807
100,23120299,Vo Quang Cong,18/02/2005,Nu,14962832
